	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022
HR,US	9									1		4	16		17	7	7	34	11		4	20	27	3	14	15		3		58	212	43		6	11	51		19	192	11		24
HR,XK																														3		15					19		4			
HR,ZA																															24					3				5		
HR,null																			5																							
HU	434	793	876	807	1035	745	1287	775	1059	1663	1285	1261	1186	1278	1070	1334	1508	1105	1041	1235	1573	1488	1455	1687	819	1516	965	1274	1098	1510	1277	1285	1528	1367	1569	1924	1655	2118	1661	2064	1641	2247
HU,IE																																							8	6		
HU,IE,IT,PL																																		1								
HU,IE,NZ																														32												
HU,IE,RU																															6											
HU,IL																									1																	
HU,IL,SK,US																																				2						
HU,IL,US																																				4						
HU,IN			5				1				10				2							1		14	25				9		24	15								25	2	
HU,IN,RS,US																																			39							
HU,IN,SE																																								2		
HU,IN,ZA																																								2		
HU,IR								4																			5							17	11		13	2	6		1	
HU,IR,IT																																				18	20					
HU,IR,US																																							18	23		
HU,IT	41			9		6		1		7	51	20	9	30	36	5	11	26	26	61	154	82	70	154	81	102	59	29	37	45	28	83	105	51	102	52	62	92	138	69	48	9
HU,IT,JP																												16														
HU,IT,JP,PL																																		20								
HU,IT,LT																																								2		
HU,IT,NO																								8																		
HU,IT,PL							4		25																										3	10						
HU,IT,PT																																27										
HU,IT,RS																					7																					
HU,IT,RU															2										1																	
HU,IT,SI																																							4	12		
HU,IT,TR																																							6	37		
HU,IT,US															7			8									31		11		3	5		14								13
HU,IT,VE																7																										
HU,IT,null																												43														
HU,JP					6				8	3	21	6			7		6		6				7	19	4	2		64	7			4		10		5		29	135	48		
HU,JP,PL																																						2				
HU,JP,US																									8		1									6			6			
HU,KE,US																																									18	
HU,KR															10					33					3							9										
HU,KR,SA																																									1	
HU,LU,TW																																							18			
HU,LY									10																																	
HU,MA																																							3			
HU,MD																																							5			
HU,MD,RO,SG																																					10					
HU,ME,RS																					10					4	2											6				
HU,MN																																5										
HU,MU,PT,TR																																									2	
HU,MU,SK,TR																																						2				
HU,MX																														25		4	25									
HU,MX,PT																														6												
HU,MZ						19																																				
HU,MZ,PT																													18	3	11					9	25		3		81	8
HU,NG																																										
HU,NL									21				10	22			6	16				47									1					8		1	36		22	
HU,NL,RU																																					274					
HU,NL,SI																																								16		
HU,NL,US																																								5		
HU,NO,SE																																							14	17		
HU,NO,US																				4																						
HU,NZ																																							4			
HU,None									7	6																																
HU,PA																																3	8			7				8		
HU,PK																																							5			1
HU,PL		3	3	11	2	2	35		17	7	33					24	1	11		16			3	25		6					18	7	20	5		8	29	38	10	35	40	6
HU,PL,PT																																			7							
HU,PL,RS																																										5
HU,PL,RS,SI																																										13
HU,PL,SI																																	30									
HU,PL,UA																															1											
HU,PL,US												3																														
HU,PR,US																		10																								
HU,PT														1				17	30		22	69	5	25	6	33	28	47	37	29	38	87	36	18	26	44		9	13	39	25	37
HU,PT,SE																																									1	
HU,PT,UY																																11										
HU,RO	22	10				17	24				5	13					2	58	50	3	18	75	32	13	25	31		11	64	94	68		37		58	29	27	48		1	4	14
