1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	
CN,IT,NO																													11		6											
CN,IT,SA,US																																									1	
CN,IT,TR																																								4		
CN,IT,US																																1					2		1		1	
CN,IT,VN																																							3			
CN,JO,JP																																					1					
CN,JP								2	9		2		14	3	1	25	12	6	12	28	41	60	35	89	65	62	35	41	74	71	103	67	116	134	100	58	102	38	72	46	112	102
CN,JP,KR																																	3	8		2	18	2	3	1		
CN,JP,KR,SE																																							3			
CN,JP,KR,US																																				14	7					
CN,JP,PL																																				3						
CN,JP,SE																																	1	3	2					1		
CN,JP,SE,US																																			1							
CN,JP,SG																								5			2															
CN,JP,SG,TW																																								1		
CN,JP,SG,US																												1														
CN,JP,US												31								5	1							1		5	1		1	13	3						1	4
CN,JP,ZA																																			1		5					
CN,KR																2	4									17		11	20	30	2	1	15		17	19	10	12	39	11	7	11
CN,KR,PK,SA																																							6			
CN,KR,RU																																								4		
CN,KR,US																																				5		3		3	7	4
CN,KW															1																											
CN,MO																																6	1	22	3	26	15	9		2	5	1
CN,MO,SG																																									2	
CN,MO,TW																																		35								
CN,MU,NA																																							4			
CN,MY						28	7		16	1	5	2	3			13	6		14	13	9	7	27	1		5	17	5	4	4	4	8		2			2	1	9	7	8	4
CN,MY,SG																							2																			
CN,MY,TH																				4	4	1						3														
CN,MY,TH,TR																							11																			
CN,NA																																						1		1		
CN,NG																										1			7	20	1											
CN,NL										3	4	5							11	5						2	3	5	3	3			2		6		2	10	2		7	
CN,NL,US																														1			1		4					6		
CN,NO																															26				7							
CN,NO,NZ																																		15								
CN,NZ																											4			4							1		5	50	24	11
CN,NZ,SG																			12																							
CN,None																				1																						
CN,OM																																							3			
CN,OM,PK																																								9		5
CN,PK																														8						2	2	3	7	21	3	7
CN,PK,SA																										2									2		4		1		4	
CN,PK,SA,TR																																								1		
CN,PK,TR,US																																										6
CN,PK,US																																									1	
CN,PK,US,ZA																																									1	
CN,PL									8				25															2				4	4		4	10	13	11		24	21	15
